experiment,description,seed,max_tokens,ngrams,normalize_tfidf,hidden_units,parameters,optimizer,learning_rate,momentum,batch_size,epochs_requested,epochs_ran,dropout,l2,train_limit,early_stopping_monitor,val_loss_best,best_threshold,val_f1_tuned,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,selection_rationale
gen2_unigrams_valloss,Unigramas + early stopping val_loss.,42,10000,1,True,"(32,)",320065,adam,0.001,0.0,32,12,8,0.0,0.0,all,val_loss,0.4875063896179199,0.3963654935359955,0.7746478873239437,0.7626641651031895,0.7777777777777778,0.7354596622889306,0.7560270009643202,0.774859287054409,0.7437603993344426,0.8386491557223265,0.7883597883597884,"Elegido por score compuesto 0.8709: val_f1=0.7753±0.0020, val_loss=0.4879±0.0021, epochs_mean=8.0"
