experiment,seed,epoch,train_loss,val_loss,train_accuracy,val_accuracy
gen_es_valloss,84,6,0.25050050020217896,0.504936933517456,0.927784264087677,0.7514071464538574
gen_es_valloss,84,7,0.21310749650001526,0.5156325101852417,0.9410316348075867,0.7504690289497375
gen_es_valloss,84,8,0.1826043426990509,0.5305799841880798,0.9526377320289612,0.7457786202430725
gen_es_valloss,84,9,0.15716657042503357,0.5487443804740906,0.9620164036750793,0.7448405027389526
gen_es_valloss,84,10,0.13565410673618317,0.5696321725845337,0.9703399538993835,0.7457786202430725
gen_es_valloss,126,1,0.6807821393013,0.6597943305969238,0.6218053698539734,0.6763602495193481
gen_es_valloss,126,2,0.5854558348655701,0.5776342153549194,0.8023446798324585,0.7345215678215027
gen_es_valloss,126,3,0.4549095332622528,0.5264083743095398,0.861312985420227,0.7401500940322876
gen_es_valloss,126,4,0.3616786599159241,0.5060608983039856,0.8893317580223083,0.7495309710502625
gen_es_valloss,126,5,0.29704684019088745,0.5023593306541443,0.9112544059753418,0.7560975551605225
gen_es_valloss,126,6,0.24894733726978302,0.5083767771720886,0.927315354347229,0.7570356726646423
gen_es_valloss,126,7,0.21123355627059937,0.5207914710044861,0.9413833618164062,0.7570356726646423
gen_es_valloss,126,8,0.18058891594409943,0.5378503799438477,0.95205157995224,0.7532833218574524
gen_es_valloss,126,9,0.15510113537311554,0.5585314631462097,0.9628370404243469,0.7457786202430725
gen_es_valloss,126,10,0.13355492055416107,0.582249641418457,0.9719812273979187,0.7420262694358826
gen_es_valloss,168,1,0.6788304448127747,0.6572931408882141,0.6236811280250549,0.6876172423362732
gen_es_valloss,168,2,0.5868772268295288,0.5812328457832336,0.8075029253959656,0.7514071464538574
gen_es_valloss,168,3,0.4660783112049103,0.5295761227607727,0.8588511347770691,0.7570356726646423
gen_es_valloss,168,4,0.3744824230670929,0.5062521696090698,0.8875732421875,0.7598499059677124
gen_es_valloss,168,5,0.3089594542980194,0.4994446039199829,0.9072684645652771,0.7589118480682373
gen_es_valloss,168,6,0.2598758637905121,0.5026329159736633,0.9248534440994263,0.7542213797569275
gen_es_valloss,168,7,0.22081413865089417,0.5124415159225464,0.9393903613090515,0.7579737305641174
gen_es_valloss,168,8,0.18897351622581482,0.527083694934845,0.9497069120407104,0.7570356726646423
gen_es_valloss,168,9,0.16237232089042664,0.5454404354095459,0.9607268571853638,0.7523452043533325
gen_es_valloss,168,10,0.13989295065402985,0.5668591856956482,0.969519317150116,0.7457786202430725
gen_es_valloss,210,1,0.678321361541748,0.655487060546875,0.6229777336120605,0.6979362368583679
gen_es_valloss,210,2,0.5827947854995728,0.5775742530822754,0.8037514686584473,0.7476547956466675
gen_es_valloss,210,3,0.4580572843551636,0.528422474861145,0.8572098612785339,0.7617260813713074
gen_es_valloss,210,4,0.36766085028648376,0.5077682137489319,0.8867526650428772,0.7607879638671875
gen_es_valloss,210,5,0.3042740225791931,0.5025599002838135,0.909847617149353,0.7589118480682373
gen_es_valloss,210,6,0.25682950019836426,0.5065692067146301,0.925322413444519,0.7570356726646423
gen_es_valloss,210,7,0.2192130982875824,0.5165470838546753,0.9388042092323303,0.7495309710502625
gen_es_valloss,210,8,0.18838511407375336,0.5309849977493286,0.951582670211792,0.7485928535461426
gen_es_valloss,210,9,0.16253545880317688,0.5488757491111755,0.9621336460113525,0.7476547956466675
gen_es_valloss,210,10,0.14051930606365204,0.5698085427284241,0.9691676497459412,0.7467166781425476
gen_es_valloss,252,1,0.6787450313568115,0.6590175032615662,0.6337631940841675,0.6932457685470581
gen_es_valloss,252,2,0.5889809131622314,0.5868996381759644,0.804689347743988,0.7288930416107178
gen_es_valloss,252,3,0.46606263518333435,0.5333905816078186,0.8547479510307312,0.7542213797569275
gen_es_valloss,252,4,0.37339287996292114,0.5091632008552551,0.8856975436210632,0.7589118480682373
gen_es_valloss,252,5,0.30768269300460815,0.502314567565918,0.9077373743057251,0.7598499059677124
gen_es_valloss,252,6,0.2588272988796234,0.5055142641067505,0.9255568385124207,0.7598499059677124
gen_es_valloss,252,7,0.22045612335205078,0.5152899622917175,0.9379835724830627,0.7542213797569275
gen_es_valloss,252,8,0.1892153024673462,0.5297970771789551,0.9506447911262512,0.7476547956466675
gen_es_valloss,252,9,0.16316041350364685,0.5478145480155945,0.9595544934272766,0.7504690289497375
gen_es_valloss,252,10,0.14105577766895294,0.5687113404273987,0.9688159227371216,0.7514071464538574
gen_es_valloss,314,1,0.67842036485672,0.6557551622390747,0.6351699829101562,0.7035647034645081
gen_es_valloss,314,2,0.5812833905220032,0.5770737528800964,0.8064478039741516,0.7467166781425476
gen_es_valloss,314,3,0.45608726143836975,0.5274086594581604,0.8595545291900635,0.7636022567749023
gen_es_valloss,314,4,0.3660305440425873,0.5065823793411255,0.8885111212730408,0.7607879638671875
gen_es_valloss,314,5,0.3015326261520386,0.5019611120223999,0.9093786478042603,0.7589118480682373
gen_es_valloss,314,6,0.25259795784950256,0.507293164730072,0.9266119599342346,0.7542213797569275
gen_es_valloss,314,7,0.21394819021224976,0.5193690061569214,0.9412661194801331,0.7485928535461426
gen_es_valloss,314,8,0.18254885077476501,0.5362297892570496,0.9521688222885132,0.7485928535461426
gen_es_valloss,314,9,0.15647007524967194,0.5567962527275085,0.9631887674331665,0.7467166781425476
gen_es_valloss,314,10,0.134461909532547,0.5803489685058594,0.9696365594863892,0.7495309710502625
gen_es_valloss,420,1,0.6781201958656311,0.6573595404624939,0.6257913112640381,0.605065643787384
gen_es_valloss,420,2,0.5780097246170044,0.5738674998283386,0.7936694025993347,0.7363977432250977
gen_es_valloss,420,3,0.44843998551368713,0.5237769484519958,0.860375165939331,0.7626641392707825
gen_es_valloss,420,4,0.3571324944496155,0.5042749047279358,0.8912075161933899,0.7617260813713074
gen_es_valloss,420,5,0.29345428943634033,0.5012837648391724,0.9112544059753418,0.7570356726646423
gen_es_valloss,420,6,0.2460440844297409,0.5079043507575989,0.9281359910964966,0.7523452043533325
gen_es_valloss,420,7,0.20888042449951172,0.5205289125442505,0.9409143924713135,0.7495309710502625
gen_es_valloss,420,8,0.17865581810474396,0.537315845489502,0.953575611114502,0.7504690289497375
gen_es_valloss,420,9,0.1534685641527176,0.5573901534080505,0.9630715250968933,0.7439024448394775
gen_es_valloss,420,10,0.13215969502925873,0.5799806118011475,0.9706916809082031,0.7420262694358826
gen2_dropout02_valloss,7,1,0.6837989687919617,0.6686610579490662,0.6025791168212891,0.7298311591148376
gen2_dropout02_valloss,7,2,0.6141327619552612,0.6005927920341492,0.7562719583511353,0.7467166781425476
gen2_dropout02_valloss,7,3,0.5006825923919678,0.5427225828170776,0.8260257840156555,0.7560975551605225
gen2_dropout02_valloss,7,4,0.40656882524490356,0.5138924717903137,0.8621336221694946,0.7542213797569275
gen2_dropout02_valloss,7,5,0.3374076187610626,0.5026484727859497,0.8883938789367676,0.7617260813713074
gen2_dropout02_valloss,7,6,0.28635552525520325,0.5021224617958069,0.9112544059753418,0.7598499059677124
gen2_dropout02_valloss,7,7,0.24571019411087036,0.5063637495040894,0.9239155650138855,0.7570356726646423
gen2_dropout02_valloss,7,8,0.2125871777534485,0.5164749026298523,0.9386869668960571,0.7485928535461426
gen2_dropout02_valloss,7,9,0.1838458776473999,0.5309534668922424,0.9506447911262512,0.7495309710502625
gen2_dropout02_valloss,7,10,0.16005565226078033,0.5482128858566284,0.9566236734390259,0.7457786202430725
gen2_dropout02_valloss,7,11,0.1402381807565689,0.5653764009475708,0.9640094041824341,0.7429643273353577
gen2_dropout02_valloss,21,1,0.6819808483123779,0.6650234460830688,0.6329425573348999,0.696998119354248
gen2_dropout02_valloss,21,2,0.6082859039306641,0.5993310809135437,0.7776084542274475,0.7326453924179077
gen2_dropout02_valloss,21,3,0.49726951122283936,0.5436422824859619,0.8320046663284302,0.7457786202430725
gen2_dropout02_valloss,21,4,0.40481939911842346,0.5156954526901245,0.8671746850013733,0.7429643273353577
gen2_dropout02_valloss,21,5,0.3375107944011688,0.505433201789856,0.8923798203468323,0.7476547956466675
gen2_dropout02_valloss,21,6,0.287408709526062,0.5059598684310913,0.9076201915740967,0.7560975551605225
gen2_dropout02_valloss,21,7,0.24636897444725037,0.5078059434890747,0.9243845343589783,0.7551594972610474
gen2_dropout02_valloss,21,8,0.2144332379102707,0.5181636214256287,0.9372801780700684,0.7551594972610474
gen2_dropout02_valloss,21,9,0.18604426085948944,0.5332845449447632,0.9480656385421753,0.7514071464538574
gen2_dropout02_valloss,21,10,0.16275613009929657,0.5523903965950012,0.9569754004478455,0.7476547956466675
gen2_dropout02_valloss,42,1,0.6810373067855835,0.6626303791999817,0.6348183155059814,0.7204502820968628
gen2_dropout02_valloss,42,2,0.6022555828094482,0.5930442810058594,0.7847597002983093,0.7317073345184326
gen2_dropout02_valloss,42,3,0.48824918270111084,0.5387331247329712,0.8349355459213257,0.7598499059677124
gen2_dropout02_valloss,42,4,0.39851248264312744,0.5119253993034363,0.8651816844940186,0.7617260813713074
gen2_dropout02_valloss,42,5,0.3317036032676697,0.5010223388671875,0.8919109106063843,0.7607879638671875
gen2_dropout02_valloss,42,6,0.28396302461624146,0.5000455379486084,0.9096131324768066,0.7617260813713074
gen2_dropout02_valloss,42,7,0.24508985877037048,0.505474865436554,0.9243845343589783,0.7523452043533325
gen2_dropout02_valloss,42,8,0.2097795009613037,0.5167555809020996,0.9402109980583191,0.7532833218574524
gen2_dropout02_valloss,42,9,0.18231508135795593,0.529408872127533,0.9507620334625244,0.7514071464538574
gen2_dropout02_valloss,42,10,0.15810143947601318,0.5459818840026855,0.9594372510910034,0.7504690289497375
gen2_dropout02_valloss,42,11,0.13869480788707733,0.5651196837425232,0.9662368297576904,0.7495309710502625
gen2_dropout02_valloss,84,1,0.6830068826675415,0.6663157343864441,0.5991793870925903,0.7476547956466675
gen2_dropout02_valloss,84,2,0.6071141362190247,0.593697190284729,0.772684633731842,0.7476547956466675
gen2_dropout02_valloss,84,3,0.4912109971046448,0.5387401580810547,0.8336459398269653,0.7420262694358826
gen2_dropout02_valloss,84,4,0.39721551537513733,0.5117272138595581,0.8667057156562805,0.7504690289497375
gen2_dropout02_valloss,84,5,0.32986557483673096,0.5015983581542969,0.896365761756897,0.7542213797569275
gen2_dropout02_valloss,84,6,0.2815462052822113,0.5000278353691101,0.913833498954773,0.7551594972610474
gen2_dropout02_valloss,84,7,0.2413238137960434,0.5077601075172424,0.9254395961761475,0.7485928535461426
gen2_dropout02_valloss,84,8,0.20887674391269684,0.5194035172462463,0.9377491474151611,0.7504690289497375
gen2_dropout02_valloss,84,9,0.17988228797912598,0.5331711173057556,0.9506447911262512,0.7514071464538574
gen2_dropout02_valloss,84,10,0.15788108110427856,0.5499536395072937,0.9589683413505554,0.7504690289497375
gen2_dropout02_valloss,84,11,0.13766920566558838,0.5727123022079468,0.9651817083358765,0.7448405027389526
gen2_dropout02_valloss,126,1,0.6810635924339294,0.6616339683532715,0.6181711554527283,0.707317054271698
gen2_dropout02_valloss,126,2,0.5971792340278625,0.5894472599029541,0.7943727970123291,0.7354596853256226
gen2_dropout02_valloss,126,3,0.4837757349014282,0.5372492074966431,0.8385697603225708,0.7420262694358826
gen2_dropout02_valloss,126,4,0.3991856873035431,0.5114144682884216,0.8635404706001282,0.7523452043533325
gen2_dropout02_valloss,126,5,0.3291597366333008,0.5030273199081421,0.8923798203468323,0.7551594972610474
gen2_dropout02_valloss,126,6,0.2834177613258362,0.5023658871650696,0.9099648594856262,0.7532833218574524
gen2_dropout02_valloss,126,7,0.24282249808311462,0.5095125436782837,0.9256740808486938,0.7542213797569275
gen2_dropout02_valloss,126,8,0.21074368059635162,0.5198975801467896,0.9397420883178711,0.7532833218574524
gen2_dropout02_valloss,126,9,0.1819663792848587,0.5342658162117004,0.9493552446365356,0.7467166781425476
gen2_dropout02_valloss,126,10,0.15912723541259766,0.5506717562675476,0.9570926427841187,0.7467166781425476
gen2_dropout02_valloss,126,11,0.13797827064990997,0.5720866918563843,0.9663540720939636,0.7448405027389526
gen2_dropout02_valloss,168,1,0.6830362677574158,0.6667718887329102,0.6011723279953003,0.6641650795936584
gen2_dropout02_valloss,168,2,0.6103634238243103,0.6005430817604065,0.7738569974899292,0.7429643273353577
gen2_dropout02_valloss,168,3,0.503134548664093,0.5450908541679382,0.8321219086647034,0.7532833218574524
gen2_dropout02_valloss,168,4,0.4146215319633484,0.5144962072372437,0.8626025915145874,0.7542213797569275
gen2_dropout02_valloss,168,5,0.3474556505680084,0.5015795826911926,0.8865181803703308,0.7607879638671875
gen2_dropout02_valloss,168,6,0.2940857410430908,0.4996911585330963,0.9052755236625671,0.7514071464538574
gen2_dropout02_valloss,168,7,0.2508028447628021,0.5042368173599243,0.9221571087837219,0.7532833218574524
gen2_dropout02_valloss,168,8,0.21695108711719513,0.5133181810379028,0.937045693397522,0.7514071464538574
gen2_dropout02_valloss,168,9,0.19007976353168488,0.5266507267951965,0.945838212966919,0.7523452043533325
gen2_dropout02_valloss,168,10,0.164358988404274,0.542893648147583,0.9580304622650146,0.7495309710502625
gen2_dropout02_valloss,168,11,0.1420273631811142,0.5598849654197693,0.9631887674331665,0.7457786202430725
gen2_dropout02_valloss,210,1,0.6792246103286743,0.6600223779678345,0.6259085536003113,0.6876172423362732
gen2_dropout02_valloss,210,2,0.6001214981079102,0.593424379825592,0.780422031879425,0.7485928535461426
gen2_dropout02_valloss,210,3,0.4894978404045105,0.5405857563018799,0.8350527286529541,0.7579737305641174
gen2_dropout02_valloss,210,4,0.3998388350009918,0.5140772461891174,0.8699882626533508,0.7579737305641174
gen2_dropout02_valloss,210,5,0.3379906713962555,0.5040096044540405,0.8883938789367676,0.7579737305641174
gen2_dropout02_valloss,210,6,0.28698983788490295,0.5039006471633911,0.909847617149353,0.7542213797569275
gen2_dropout02_valloss,210,7,0.2494332641363144,0.5091665983200073,0.9232121706008911,0.7532833218574524
gen2_dropout02_valloss,210,8,0.2168419063091278,0.5179450511932373,0.933997631072998,0.7476547956466675
gen2_dropout02_valloss,210,9,0.18817134201526642,0.5314768552780151,0.9473622441291809,0.7457786202430725
gen2_dropout02_valloss,210,10,0.16423025727272034,0.5474507212638855,0.9552168846130371,0.7429643273353577
gen2_dropout02_valloss,210,11,0.1434319019317627,0.5679700374603271,0.9656506180763245,0.7439024448394775
gen2_dropout02_valloss,252,1,0.6808964610099792,0.6628779768943787,0.6304806470870972,0.6547842621803284
gen2_dropout02_valloss,252,2,0.6003586053848267,0.5938193202018738,0.7801875472068787,0.7279549837112427
gen2_dropout02_valloss,252,3,0.48545974493026733,0.5393513441085815,0.8363423347473145,0.7570356726646423
gen2_dropout02_valloss,252,4,0.3962128162384033,0.5131356120109558,0.8694021105766296,0.7636022567749023
gen2_dropout02_valloss,252,5,0.3308168649673462,0.5018327832221985,0.8919109106063843,0.7664164900779724
gen2_dropout02_valloss,252,6,0.28098493814468384,0.5034900903701782,0.9144197106361389,0.7645403146743774
gen2_dropout02_valloss,252,7,0.24101479351520538,0.5081458687782288,0.9246190190315247,0.7617260813713074
gen2_dropout02_valloss,252,8,0.21109329164028168,0.5176167488098145,0.9381008148193359,0.7570356726646423
gen2_dropout02_valloss,252,9,0.18258430063724518,0.5333979725837708,0.9483001232147217,0.7542213797569275
gen2_dropout02_valloss,252,10,0.1599324494600296,0.5502727031707764,0.9562720060348511,0.7485928535461426
gen2_dropout02_valloss,314,1,0.6802465915679932,0.6617507338523865,0.628370463848114,0.6829268336296082
gen2_dropout02_valloss,314,2,0.6022573113441467,0.594243049621582,0.7803047895431519,0.7429643273353577
gen2_dropout02_valloss,314,3,0.4917917847633362,0.5413932800292969,0.8369284868240356,0.7523452043533325
gen2_dropout02_valloss,314,4,0.4037049114704132,0.5144729018211365,0.8689332008361816,0.7607879638671875
gen2_dropout02_valloss,314,5,0.3374637961387634,0.502993106842041,0.8903868794441223,0.7598499059677124
gen2_dropout02_valloss,314,6,0.2882533669471741,0.5034847259521484,0.9105510115623474,0.7532833218574524
gen2_dropout02_valloss,314,7,0.24671371281147003,0.5086256861686707,0.9250879287719727,0.7542213797569275
gen2_dropout02_valloss,314,8,0.21420682966709137,0.5177728533744812,0.936107873916626,0.7495309710502625
gen2_dropout02_valloss,314,9,0.18631063401699066,0.5331335067749023,0.9473622441291809,0.7467166781425476
gen2_dropout02_valloss,314,10,0.16157394647598267,0.5520588755607605,0.9580304622650146,0.7457786202430725
gen2_dropout02_valloss,420,1,0.6802353262901306,0.6628742218017578,0.6232122182846069,0.6510319113731384
gen2_dropout02_valloss,420,2,0.5998108983039856,0.5935041904449463,0.7747948169708252,0.7279549837112427
gen2_dropout02_valloss,420,3,0.48510488867759705,0.5383009910583496,0.8348183035850525,0.7514071464538574
gen2_dropout02_valloss,420,4,0.3937774896621704,0.5103966593742371,0.8692848682403564,0.7673546075820923
gen2_dropout02_valloss,420,5,0.32784608006477356,0.5006058812141418,0.8932004570960999,0.7673546075820923
gen2_dropout02_valloss,420,6,0.2785462439060211,0.5016018748283386,0.912309467792511,0.7579737305641174
gen2_dropout02_valloss,420,7,0.23821936547756195,0.508621096611023,0.9259085655212402,0.7570356726646423
gen2_dropout02_valloss,420,8,0.20690806210041046,0.521934449672699,0.9390386939048767,0.7542213797569275
gen2_dropout02_valloss,420,9,0.17913779616355896,0.5365247130393982,0.9506447911262512,0.7495309710502625
gen2_dropout02_valloss,420,10,0.15508250892162323,0.5548475384712219,0.9596717357635498,0.7514071464538574
gen2_dropout01_valloss,7,1,0.6812672019004822,0.6608021855354309,0.6147713661193848,0.7401500940322876
gen2_dropout01_valloss,7,2,0.5937526226043701,0.5837952494621277,0.7786635160446167,0.7467166781425476
gen2_dropout01_valloss,7,3,0.47037410736083984,0.5316975712776184,0.8457210063934326,0.7504690289497375
gen2_dropout01_valloss,7,4,0.3794305622577667,0.5081906914710999,0.8805392980575562,0.7617260813713074
gen2_dropout01_valloss,7,5,0.31546884775161743,0.5013357996940613,0.9011723399162292,0.7654784321784973
gen2_dropout01_valloss,7,6,0.26610660552978516,0.5045598149299622,0.919577956199646,0.7589118480682373
gen2_dropout01_valloss,7,7,0.22705186903476715,0.5131128430366516,0.9349355101585388,0.7523452043533325
gen2_dropout01_valloss,7,8,0.19399496912956238,0.5270372033119202,0.9454865455627441,0.7439024448394775
gen2_dropout01_valloss,7,9,0.16787198185920715,0.5439736247062683,0.9560375213623047,0.7448405027389526
gen2_dropout01_valloss,7,10,0.14456070959568024,0.5649388432502747,0.9644783139228821,0.7401500940322876
gen2_dropout01_valloss,21,1,0.6802537441253662,0.6608319878578186,0.6447831392288208,0.696998119354248
gen2_dropout01_valloss,21,2,0.5956005454063416,0.5891281366348267,0.7995310425758362,0.7279549837112427
gen2_dropout01_valloss,21,3,0.4794275462627411,0.5375925898551941,0.8501758575439453,0.7448405027389526
gen2_dropout01_valloss,21,4,0.38896042108535767,0.51212477684021,0.8777256608009338,0.7429643273353577
gen2_dropout01_valloss,21,5,0.32369861006736755,0.5035708546638489,0.8964830040931702,0.7523452043533325
gen2_dropout01_valloss,21,6,0.27499228715896606,0.5062001347541809,0.9146541357040405,0.7551594972610474
gen2_dropout01_valloss,21,7,0.23485183715820312,0.5125827789306641,0.9308323860168457,0.7542213797569275
gen2_dropout01_valloss,21,8,0.20134830474853516,0.524893581867218,0.9441969394683838,0.7495309710502625
gen2_dropout01_valloss,21,9,0.17447206377983093,0.5418990850448608,0.9518170952796936,0.7485928535461426
gen2_dropout01_valloss,21,10,0.1511521190404892,0.5619426369667053,0.9583821892738342,0.7467166781425476
gen2_dropout01_valloss,42,1,0.6810175776481628,0.662456750869751,0.6352872252464294,0.7260788083076477
gen2_dropout01_valloss,42,2,0.5993800759315491,0.588741660118103,0.7937866449356079,0.7429643273353577
gen2_dropout01_valloss,42,3,0.47734132409095764,0.5344412326812744,0.8412660956382751,0.7617260813713074
gen2_dropout01_valloss,42,4,0.3842616081237793,0.5095022320747375,0.8744431138038635,0.7607879638671875
gen2_dropout01_valloss,42,5,0.3192903995513916,0.5013306736946106,0.8999999761581421,0.7579737305641174
gen2_dropout01_valloss,42,6,0.2702091336250305,0.5016745924949646,0.9153575897216797,0.7579737305641174
gen2_dropout01_valloss,42,7,0.2314857393503189,0.5102382898330688,0.9321219325065613,0.7532833218574524
gen2_dropout01_valloss,42,8,0.1979658454656601,0.523462176322937,0.9440796971321106,0.7514071464538574
gen2_dropout01_valloss,42,9,0.17010997235774994,0.5402572154998779,0.9536928534507751,0.7514071464538574
gen2_dropout01_valloss,42,10,0.14688314497470856,0.5592077374458313,0.9633059501647949,0.7439024448394775
gen2_dropout01_valloss,84,1,0.6817253828048706,0.6636199355125427,0.6017584800720215,0.7457786202430725
gen2_dropout01_valloss,84,2,0.6001990437507629,0.5879683494567871,0.7883939146995544,0.7420262694358826
gen2_dropout01_valloss,84,3,0.478449285030365,0.5331530570983887,0.8411489129066467,0.7439024448394775
gen2_dropout01_valloss,84,4,0.3828688859939575,0.5078401565551758,0.879835844039917,0.7532833218574524
gen2_dropout01_valloss,84,5,0.3147021532058716,0.5011460781097412,0.902579128742218,0.7504690289497375
gen2_dropout01_valloss,84,6,0.2660551965236664,0.5027533173561096,0.9172332882881165,0.7514071464538574
gen2_dropout01_valloss,84,7,0.22709369659423828,0.5123732089996338,0.9317702054977417,0.7504690289497375
gen2_dropout01_valloss,84,8,0.19455406069755554,0.5265758037567139,0.9434935450553894,0.7485928535461426
gen2_dropout01_valloss,84,9,0.16757838428020477,0.5425226092338562,0.9573270678520203,0.7467166781425476
gen2_dropout01_valloss,84,10,0.1444835066795349,0.5615462064743042,0.9635404348373413,0.7448405027389526
gen2_dropout01_valloss,126,1,0.6811779737472534,0.6620045900344849,0.6111371517181396,0.7260788083076477
gen2_dropout01_valloss,126,2,0.5933851599693298,0.5821442008018494,0.7970691919326782,0.7317073345184326
gen2_dropout01_valloss,126,3,0.46769633889198303,0.5297775864601135,0.8492379784584045,0.7448405027389526
gen2_dropout01_valloss,126,4,0.3765612840652466,0.5071316361427307,0.8774912357330322,0.7476547956466675
gen2_dropout01_valloss,126,5,0.3091028928756714,0.5014421939849854,0.9037514925003052,0.7514071464538574
gen2_dropout01_valloss,126,6,0.26248273253440857,0.504879891872406,0.9181711673736572,0.7551594972610474
gen2_dropout01_valloss,126,7,0.22458842396736145,0.5146087408065796,0.9318874478340149,0.7495309710502625
gen2_dropout01_valloss,126,8,0.19381028413772583,0.5288456678390503,0.9444314241409302,0.7523452043533325
gen2_dropout01_valloss,126,9,0.1660463809967041,0.5462934374809265,0.9542790055274963,0.7476547956466675
gen2_dropout01_valloss,126,10,0.14481407403945923,0.5655845403671265,0.9649472236633301,0.7439024448394775
gen2_dropout01_valloss,168,1,0.6817399859428406,0.6638336777687073,0.6106682419776917,0.6547842621803284
gen2_dropout01_valloss,168,2,0.6010786294937134,0.591185450553894,0.7864009141921997,0.7439024448394775
gen2_dropout01_valloss,168,3,0.4838045835494995,0.5354939103126526,0.8456037640571594,0.7579737305641174
gen2_dropout01_valloss,168,4,0.39125004410743713,0.5091785788536072,0.8757327198982239,0.7570356726646423
gen2_dropout01_valloss,168,5,0.32488036155700684,0.49984845519065857,0.8966002464294434,0.7589118480682373
gen2_dropout01_valloss,168,6,0.2734752297401428,0.5009179711341858,0.9157092571258545,0.7560975551605225
gen2_dropout01_valloss,168,7,0.2325739711523056,0.5083720088005066,0.9302461743354797,0.7532833218574524
gen2_dropout01_valloss,168,8,0.199981227517128,0.5207664966583252,0.9446659088134766,0.7542213797569275
gen2_dropout01_valloss,168,9,0.17407526075839996,0.535797119140625,0.952520489692688,0.7551594972610474
gen2_dropout01_valloss,168,10,0.14993081986904144,0.555168867111206,0.9628370404243469,0.7476547956466675
gen2_dropout01_valloss,210,1,0.6796925067901611,0.6601347327232361,0.6246190071105957,0.6810506582260132
gen2_dropout01_valloss,210,2,0.5960267186164856,0.587479293346405,0.7871043086051941,0.7476547956466675
gen2_dropout01_valloss,210,3,0.47607240080833435,0.5341393947601318,0.8471277952194214,0.7607879638671875
gen2_dropout01_valloss,210,4,0.3837478756904602,0.5103849172592163,0.877373993396759,0.7636022567749023
gen2_dropout01_valloss,210,5,0.3179590702056885,0.5029197931289673,0.9012895822525024,0.7617260813713074
