experiment,description,seed,max_tokens,ngrams,normalize_tfidf,hidden_units,parameters,learning_rate,batch_size,epochs_requested,epochs_ran,dropout,l2,train_limit,best_threshold,val_f1_tuned,val_accuracy,val_precision,val_recall,val_f1,optimizer,momentum
sgd_no_momentum,SGD sin momentum.,314,5000,1,False,"(32,)",160065,0.01,32,20,19,0.0,0.0,all,0.5257514715194702,0.7576509511993383,0.7204502814258912,0.6695526695526696,0.8705440900562852,0.7569331158238173,sgd,0.0
sgd_no_momentum,SGD sin momentum.,420,5000,1,False,"(32,)",160065,0.01,32,20,20,0.0,0.0,all,0.5006290674209595,0.7719897523484202,0.7495309568480301,0.7084639498432602,0.8480300187617261,0.7719897523484202,sgd,0.0
sgd_momentum_09,SGD con momentum 0.9.,7,5000,1,False,"(32,)",160065,0.01,32,20,17,0.0,0.0,all,0.4138835668563843,0.763888888888889,0.7485928705440901,0.7257240204429302,0.799249530956848,0.7607142857142857,sgd,0.9
sgd_momentum_09,SGD con momentum 0.9.,21,5000,1,False,"(32,)",160065,0.01,32,20,11,0.0,0.0,all,0.43885722756385803,0.7606614447345518,0.7410881801125704,0.7266313932980599,0.7729831144465291,0.7490909090909091,sgd,0.9
sgd_momentum_09,SGD con momentum 0.9.,42,5000,1,False,"(32,)",160065,0.01,32,20,11,0.0,0.0,all,0.3973691165447235,0.7548117154811715,0.7204502814258912,0.7001703577512777,0.7711069418386491,0.7339285714285714,sgd,0.9
sgd_momentum_09,SGD con momentum 0.9.,84,5000,1,False,"(32,)",160065,0.01,32,20,8,0.0,0.0,all,0.4239277243614197,0.7627530364372468,0.7288930581613509,0.6865443425076453,0.8424015009380863,0.7565290648694187,sgd,0.9
sgd_momentum_09,SGD con momentum 0.9.,126,5000,1,False,"(32,)",160065,0.01,32,20,12,0.0,0.0,all,0.48072656989097595,0.7329401853411963,0.698874296435272,0.6677215189873418,0.7917448405253283,0.7244635193133048,sgd,0.9
sgd_momentum_09,SGD con momentum 0.9.,168,5000,1,False,"(32,)",160065,0.01,32,20,11,0.0,0.0,all,0.32426509261131287,0.7569331158238173,0.7317073170731707,0.7103918228279387,0.7823639774859287,0.7446428571428572,sgd,0.9
sgd_momentum_09,SGD con momentum 0.9.,210,5000,1,False,"(32,)",160065,0.01,32,20,9,0.0,0.0,all,0.650897741317749,0.7532023911187019,0.7063789868667918,0.6510989010989011,0.8893058161350844,0.7517842981760507,sgd,0.9
sgd_momentum_09,SGD con momentum 0.9.,252,5000,1,False,"(32,)",160065,0.01,32,20,15,0.0,0.0,all,0.49244362115859985,0.7688483844241922,0.7382739212007504,0.6906906906906907,0.8630393996247655,0.7673060884070059,sgd,0.9
sgd_momentum_09,SGD con momentum 0.9.,314,5000,1,False,"(32,)",160065,0.01,32,20,7,0.0,0.0,all,0.5148062705993652,0.7428571428571429,0.6932457786116323,0.6446629213483146,0.8611632270168855,0.7373493975903614,sgd,0.9
sgd_momentum_09,SGD con momentum 0.9.,420,5000,1,False,"(32,)",160065,0.01,32,20,8,0.0,0.0,all,0.5265305042266846,0.757396449704142,0.7176360225140713,0.6710914454277286,0.8536585365853658,0.7514450867052023,sgd,0.9
sgd_lr_low,SGD con momentum 0.9 y learning rate menor.,7,5000,1,False,"(32,)",160065,0.001,32,20,20,0.0,0.0,all,0.41657277941703796,0.7616624257845632,0.7401500938086304,0.7162162162162162,0.7954971857410882,0.7537777777777778,sgd,0.9
sgd_lr_low,SGD con momentum 0.9 y learning rate menor.,21,5000,1,False,"(32,)",160065,0.001,32,20,17,0.0,0.0,all,0.2676163911819458,0.755592377796189,0.7485928705440901,0.7720739219712526,0.7054409005628518,0.7372549019607844,sgd,0.9
sgd_lr_low,SGD con momentum 0.9 y learning rate menor.,42,5000,1,False,"(32,)",160065,0.001,32,20,20,0.0,0.0,all,0.3598107397556305,0.7530224525043178,0.7467166979362101,0.7485822306238186,0.7429643527204502,0.7457627118644068,sgd,0.9
sgd_lr_low,SGD con momentum 0.9 y learning rate menor.,84,5000,1,False,"(32,)",160065,0.001,32,20,16,0.0,0.0,all,0.37006980180740356,0.7591973244147157,0.7392120075046904,0.7401129943502824,0.7373358348968105,0.7387218045112782,sgd,0.9
sgd_lr_low,SGD con momentum 0.9 y learning rate menor.,126,5000,1,False,"(32,)",160065,0.001,32,20,18,0.0,0.0,all,0.45780110359191895,0.7586206896551725,0.7270168855534709,0.6855828220858896,0.8386491557223265,0.7544303797468355,sgd,0.9
sgd_lr_low,SGD con momentum 0.9 y learning rate menor.,168,5000,1,False,"(32,)",160065,0.001,32,20,20,0.0,0.0,all,0.5276691317558289,0.7629046369203849,0.7401500938086304,0.7044728434504792,0.8273921200750469,0.7610008628127696,sgd,0.9
sgd_lr_low,SGD con momentum 0.9 y learning rate menor.,210,5000,1,False,"(32,)",160065,0.001,32,20,15,0.0,0.0,all,0.303557425737381,0.7531172069825436,0.7335834896810507,0.7525354969574036,0.6960600375234521,0.723196881091618,sgd,0.9
sgd_lr_low,SGD con momentum 0.9 y learning rate menor.,252,5000,1,False,"(32,)",160065,0.001,32,20,20,0.0,0.0,all,0.1493101865053177,0.7444168734491314,0.7345215759849906,0.775330396475771,0.6604127579737336,0.713272543059777,sgd,0.9
sgd_lr_low,SGD con momentum 0.9 y learning rate menor.,314,5000,1,False,"(32,)",160065,0.001,32,20,20,0.0,0.0,all,0.49112385511398315,0.7592752372735116,0.7373358348968105,0.7037037037037037,0.8198874296435272,0.75736568457539,sgd,0.9
sgd_lr_low,SGD con momentum 0.9 y learning rate menor.,420,5000,1,False,"(32,)",160065,0.001,32,20,17,0.0,0.0,all,0.5016862154006958,0.7683429513602639,0.7363977485928705,0.6852941176470588,0.874296435272045,0.7683429513602638,sgd,0.9
sgd_lr_high,SGD con momentum 0.9 y learning rate mayor.,7,5000,1,False,"(32,)",160065,0.1,32,20,11,0.0,0.0,all,0.47393497824668884,0.6913746630727763,0.5694183864915572,0.5391120507399577,0.9568480300187617,0.6896551724137931,sgd,0.9
sgd_lr_high,SGD con momentum 0.9 y learning rate mayor.,21,5000,1,False,"(32,)",160065,0.1,32,20,6,0.0,0.0,all,0.4546082615852356,0.685754189944134,0.5806754221388368,0.550351288056206,0.8818011257035647,0.6777217015140591,sgd,0.9
sgd_lr_high,SGD con momentum 0.9 y learning rate mayor.,42,5000,1,False,"(32,)",160065,0.1,32,20,6,0.0,0.0,all,0.45593997836112976,0.6804925469863903,0.5478424015009381,0.7428571428571429,0.14634146341463414,0.2445141065830721,sgd,0.9
sgd_lr_high,SGD con momentum 0.9 y learning rate mayor.,84,5000,1,False,"(32,)",160065,0.1,32,20,8,0.0,0.0,all,0.5107202529907227,0.6811023622047243,0.5431519699812383,0.5231854838709677,0.9737335834896811,0.680655737704918,sgd,0.9
sgd_lr_high,SGD con momentum 0.9 y learning rate mayor.,126,5000,1,False,"(32,)",160065,0.1,32,20,6,0.0,0.0,all,0.5424315929412842,0.6823371390194762,0.5272045028142589,0.5143422354104846,0.975609756097561,0.6735751295336787,sgd,0.9
sgd_lr_high,SGD con momentum 0.9 y learning rate mayor.,168,5000,1,False,"(32,)",160065,0.1,32,20,7,0.0,0.0,all,0.4944600462913513,0.683862433862434,0.550656660412758,0.5276073619631901,0.9681050656660413,0.6829913964262078,sgd,0.9
sgd_lr_high,SGD con momentum 0.9 y learning rate mayor.,210,5000,1,False,"(32,)",160065,0.1,32,20,9,0.0,0.0,all,0.5067951679229736,0.6873676781933662,0.5825515947467167,0.5496613995485328,0.9136960600375235,0.6863988724453841,sgd,0.9
sgd_lr_high,SGD con momentum 0.9 y learning rate mayor.,252,5000,1,False,"(32,)",160065,0.1,32,20,10,0.0,0.0,all,0.6891693472862244,0.7038690476190477,0.6078799249530957,0.5667828106852497,0.9155722326454033,0.7001434720229556,sgd,0.9
sgd_lr_high,SGD con momentum 0.9 y learning rate mayor.,314,5000,1,False,"(32,)",160065,0.1,32,20,6,0.0,0.0,all,0.5517840385437012,0.7074601844090528,0.5684803001876173,0.5396308360477742,0.9324577861163227,0.6836313617606602,sgd,0.9
sgd_lr_high,SGD con momentum 0.9 y learning rate mayor.,420,5000,1,False,"(32,)",160065,0.1,32,20,15,0.0,0.0,all,0.36171895265579224,0.6854521625163826,0.549718574108818,0.5267947421638018,0.9774859287054409,0.6846254927726675,sgd,0.9
sgd_dropout,SGD con momentum 0.9 y dropout 0.2.,7,5000,1,False,"(32,)",160065,0.01,32,20,12,0.2,0.0,all,0.42909926176071167,0.743103448275862,0.7467166979362101,0.7593688362919132,0.7223264540337712,0.7403846153846154,sgd,0.9
sgd_dropout,SGD con momentum 0.9 y dropout 0.2.,21,5000,1,False,"(32,)",160065,0.01,32,20,7,0.2,0.0,all,0.4266902506351471,0.7275693311582381,0.7073170731707317,0.7088846880907372,0.7035647279549718,0.7062146892655368,sgd,0.9
sgd_dropout,SGD con momentum 0.9 y dropout 0.2.,42,5000,1,False,"(32,)",160065,0.01,32,20,10,0.2,0.0,all,0.48000046610832214,0.7193133047210301,0.7035647279549718,0.6893542757417103,0.7410881801125704,0.7142857142857143,sgd,0.9
sgd_dropout,SGD con momentum 0.9 y dropout 0.2.,84,5000,1,False,"(32,)",160065,0.01,32,20,10,0.2,0.0,all,0.490348756313324,0.7414548641542507,0.7213883677298312,0.7041522491349481,0.7636022514071295,0.7326732673267327,sgd,0.9
sgd_dropout,SGD con momentum 0.9 y dropout 0.2.,126,5000,1,False,"(32,)",160065,0.01,32,20,8,0.2,0.0,all,0.5044925212860107,0.7322404371584699,0.6744840525328331,0.623342175066313,0.8818011257035647,0.7303807303807304,sgd,0.9
sgd_dropout,SGD con momentum 0.9 y dropout 0.2.,168,5000,1,False,"(32,)",160065,0.01,32,20,11,0.2,0.0,all,0.514934778213501,0.7450643776824034,0.7120075046904315,0.6712121212121213,0.8311444652908068,0.7426655490360435,sgd,0.9
sgd_dropout,SGD con momentum 0.9 y dropout 0.2.,210,5000,1,False,"(32,)",160065,0.01,32,20,13,0.2,0.0,all,0.39972829818725586,0.7426655490360436,0.7317073170731707,0.7370441458733206,0.7204502814258912,0.7286527514231499,sgd,0.9
sgd_dropout,SGD con momentum 0.9 y dropout 0.2.,252,5000,1,False,"(32,)",160065,0.01,32,20,14,0.2,0.0,all,0.6286280751228333,0.7371007371007371,0.648217636022514,0.5975308641975309,0.9080675422138836,0.7207743857036486,sgd,0.9
sgd_dropout,SGD con momentum 0.9 y dropout 0.2.,314,5000,1,False,"(32,)",160065,0.01,32,20,14,0.2,0.0,all,0.539594292640686,0.7371048252911814,0.6885553470919324,0.6413502109704642,0.8555347091932458,0.7331189710610932,sgd,0.9
sgd_dropout,SGD con momentum 0.9 y dropout 0.2.,420,5000,1,False,"(32,)",160065,0.01,32,20,16,0.2,0.0,all,0.507790207862854,0.7446626814688301,0.7157598499061913,0.6791277258566978,0.8180112570356473,0.7421276595744681,sgd,0.9
sgd_l2,SGD con momentum 0.9 y regularizacion L2.,7,5000,1,False,"(32,)",160065,0.01,32,20,12,0.0,0.0001,all,0.31952357292175293,0.7623682076236822,0.7439024390243902,0.75390625,0.724202626641651,0.738755980861244,sgd,0.9
sgd_l2,SGD con momentum 0.9 y regularizacion L2.,21,5000,1,False,"(32,)",160065,0.01,32,20,12,0.0,0.0001,all,0.5142353177070618,0.7512776831345827,0.7213883677298312,0.6820987654320988,0.8292682926829268,0.7485182049110923,sgd,0.9
sgd_l2,SGD con momentum 0.9 y regularizacion L2.,42,5000,1,False,"(32,)",160065,0.01,32,20,11,0.0,0.0001,all,0.49736288189888,0.7255956956187548,0.6641651031894934,0.6143790849673203,0.8818011257035647,0.724191063174114,sgd,0.9
sgd_l2,SGD con momentum 0.9 y regularizacion L2.,84,5000,1,False,"(32,)",160065,0.01,32,20,9,0.0,0.0001,all,0.47254133224487305,0.7652892561983471,0.7307692307692307,0.6852409638554217,0.8536585365853658,0.7602339181286549,sgd,0.9
sgd_l2,SGD con momentum 0.9 y regularizacion L2.,126,5000,1,False,"(32,)",160065,0.01,32,20,9,0.0,0.0001,all,0.6131830215454102,0.7376664056382145,0.6350844277673546,0.583916083916084,0.9399624765478424,0.7203450754852624,sgd,0.9
sgd_l2,SGD con momentum 0.9 y regularizacion L2.,168,5000,1,False,"(32,)",160065,0.01,32,20,19,0.0,0.0001,all,0.5096269845962524,0.7632263660017345,0.7410881801125704,0.7062600321027287,0.8255159474671669,0.7612456747404844,sgd,0.9
sgd_l2,SGD con momentum 0.9 y regularizacion L2.,210,5000,1,False,"(32,)",160065,0.01,32,20,9,0.0,0.0001,all,0.5700408220291138,0.7626527050610821,0.7288930581613509,0.682089552238806,0.8574108818011257,0.7597672485453034,sgd,0.9
sgd_l2,SGD con momentum 0.9 y regularizacion L2.,252,5000,1,False,"(32,)",160065,0.01,32,20,10,0.0,0.0001,all,0.3458552658557892,0.7568464730290458,0.7485928705440901,0.7743271221532091,0.701688555347092,0.7362204724409449,sgd,0.9
sgd_l2,SGD con momentum 0.9 y regularizacion L2.,314,5000,1,False,"(32,)",160065,0.01,32,20,10,0.0,0.0001,all,0.4432249069213867,0.7518307567127748,0.7185741088180112,0.6773211567732116,0.8348968105065666,0.7478991596638656,sgd,0.9
sgd_l2,SGD con momentum 0.9 y regularizacion L2.,420,5000,1,False,"(32,)",160065,0.01,32,20,11,0.0,0.0001,all,0.5231611728668213,0.7620719929762949,0.7345215759849906,0.6990445859872612,0.8236397748592871,0.756244616709733,sgd,0.9
